"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"312070 (2007 TA19)",0.9539,0.5095,22.63,181.16,58.06,0.468,1.44,0.932,6270,0,224,,,19.40
"315098 (2007 EX)",0.8716,0.4174,18.70,297.41,78.88,0.508,1.24,0.814,6684,0,797,,,16.67
"315508 (2008 AB31)",1.602,0.3205,30.02,302.98,255.65,1.089,2.12,2.03,6367,0,124,,,20.14
"322763 (2001 FA7)",2.007,0.5359,22.83,352.34,62.70,0.931,3.08,2.84,17104,0,511,,,17.21
"322775 (2001 HA8)",2.385,0.5317,11.47,95.68,202.76,1.117,3.65,3.68,8182,0,302,,,17.27
"323179 (2003 HR32)",1.748,0.6871,8.28,341.91,352.73,0.547,2.95,2.31,8016,0,520,,,18.10
"325102 (2008 EY5)",0.6262,0.6268,5.11,245.43,106.70,0.234,1.02,0.496,4347,1,175,,,20.17
"326388 (2001 QD96)",1.274,0.4964,17.95,330.26,145.79,0.642,1.91,1.44,8653,0,537,,,18.38
"326683 (2002 WP)",1.45,0.2159,19.15,76.29,1.25,1.137,1.76,1.75,7870,0,1286,1,0,18.45
"329915 (2005 MB)",0.9855,0.7930,41.36,88.60,42.86,0.204,1.77,0.978,8095,1,196,,,17.05
"331792 (2003 MT2)",2.686,0.5337,27.92,305.08,304.51,1.252,4.12,4.4,10102,0,1452,,,15.89
"332775 (2009 VO24)",1.547,0.4619,6.06,163.66,343.58,0.833,2.26,1.92,5411,0,168,,,19.70
"333578 (2006 KM103)",1.573,0.3766,11.68,169.45,197.01,0.981,2.17,1.97,9055,0,385,4,3,20.18
"333889 (1998 SV4)",0.8165,0.6420,53.30,177.24,359.52,0.292,1.34,0.738,9506,0,1038,,,18.24
"334673 (2003 AL18)",1.684,0.4166,15.72,312.88,246.72,0.983,2.39,2.19,8287,0,642,,,17.98
"337119 (1999 TK12)",1.683,0.3930,24.50,359.04,112.24,1.022,2.34,2.18,9482,0,484,,,18.60
"337248 (2000 RH60)",0.8259,0.5513,19.65,177.86,354.41,0.371,1.28,0.751,8813,0,628,,,20.08
"338347 (2002 XG4)",2.267,0.4784,20.98,259.11,238.55,1.183,3.35,3.41,7231,0,366,,,18.31
"341843 (2008 EV5)",0.9598,0.0828,7.45,93.19,235.92,0.880,1.04,0.94,6298,0,1479,8,0,20.05
"343166 (2009 SO103)",2.004,0.6636,29.49,194.63,304.65,0.674,3.33,2.84,8493,0,320,,,17.42
"345646 (2006 TN)",1.562,0.3451,17.28,24.29,131.72,1.023,2.10,1.95,5268,0,382,,,19.74
"345705 (2006 VB14)",0.767,0.4211,31.03,258.71,346.46,0.444,1.09,0.672,6651,0,1415,0,1,18.58
"345722 (2007 BG29)",0.8326,0.3347,18.51,60.95,245.15,0.554,1.11,0.76,6827,0,450,1,0,18.26
"345813 (2007 HX4)",1.318,0.3319,56.55,41.67,14.55,0.880,1.75,1.51,9762,0,273,,,17.80
"349068 (2006 YT13)",1.323,0.4258,38.25,116.68,105.46,0.760,1.89,1.52,6799,0,500,4,1,18.30
"349074 (2007 BM8)",1.341,0.7209,27.64,87.62,179.31,0.374,2.31,1.55,8055,0,217,,,18.39
"349219 (2007 SV11)",1.734,0.4940,32.22,292.21,23.73,0.877,2.59,2.28,5957,0,191,,,18.13
"349925 (2009 WC26)",2.172,0.6971,12.01,203.04,350.89,0.658,3.69,3.2,6584,0,393,,,17.35
"350513 (2000 BG19)",2.675,0.5544,12.45,144.70,82.95,1.192,4.16,4.37,8278,0,307,,,18.05
"355770 (2008 RE80)",1.482,0.2459,16.59,181.98,26.26,1.117,1.85,1.8,27108,0,412,,,18.35
"356394 (2010 QD2)",2.009,0.7857,10.66,120.53,126.03,0.430,3.59,2.85,6192,0,335,,,17.46
"357022 (1999 YG3)",1.285,0.3296,34.52,293.25,250.24,0.861,1.71,1.46,9065,0,327,,,19.07
"357024 (1999 YR14)",1.651,0.4001,3.73,2.97,9.71,0.991,2.31,2.12,8866,0,1287,7,0,19.47
"360191 (1988 TA)",1.54,0.4787,2.53,194.60,105.34,0.803,2.28,1.91,8984,0,304,5,4,21.08
"361538 (2007 JZ20)",1.311,0.3350,40.48,200.48,139.02,0.872,1.75,1.5,7728,0,683,,,18.67
"363024 (1998 OK1)",1.356,0.4292,13.99,109.64,298.65,0.774,1.94,1.58,9371,0,287,3,0,19.42
"363027 (1998 ST27)",0.8198,0.5298,21.05,197.51,322.44,0.386,1.25,0.742,9517,0,1047,12,1,19.58
"363505 (2003 UC20)",0.7812,0.3369,3.78,187.92,60.17,0.518,1.04,0.691,25241,0,1057,3,5,18.47
"363599 (2004 FG11)",1.586,0.7240,3.13,83.44,228.81,0.438,2.73,2,7323,0,472,4,4,21.05
"363626 (2004 RA11)",1.824,0.3994,39.36,169.70,276.45,1.096,2.55,2.46,7543,0,209,,,18.92
"363814 (2005 ND7)",1.964,0.4827,52.58,110.06,241.48,1.016,2.91,2.75,6981,0,375,,,17.97
"363831 (2005 PY16)",1.976,0.5252,6.42,159.29,193.53,0.938,3.01,2.78,5299,0,236,,,19.35
"364762 (2007 XC10)",1.619,0.2259,47.94,254.02,112.50,1.254,1.99,2.06,4229,0,97,,,19.38
"364877 (2008 EM9)",1.959,0.8525,9.44,229.68,181.79,0.289,3.63,2.74,5914,0,526,,,17.34
"365071 (2009 AV)",1.03,0.0739,45.87,150.73,322.12,0.954,1.11,1.04,3170,0,1195,1,0,18.18
"365424 (2010 KX7)",0.9893,0.1709,21.49,46.45,61.94,0.820,1.16,0.984,1103,1,95,1,1,21.91
"365449 (2010 NJ1)",0.9685,0.5406,11.22,128.23,358.58,0.445,1.49,0.953,2988,0,197,,,20.28
"366774 (2004 TB18)",1.815,0.4508,13.20,120.97,13.19,0.997,2.63,2.44,6926,0,698,,,17.87
"367248 (2007 MK13)",1.025,0.1397,19.88,95.07,259.97,0.881,1.17,1.04,2183,1,310,,,20.21
"367684 (2010 OS22)",1.637,0.6887,9.36,256.90,179.66,0.510,2.76,2.09,3919,0,452,,,18.06
"368184 (2000 RN77)",0.9513,0.3182,16.10,312.68,211.76,0.649,1.25,0.928,9142,0,488,,,19.37
"369264 (2009 MS)",2.005,0.5701,52.37,252.04,219.54,0.862,3.15,2.84,5604,0,457,3,2,16.34
"369454 (2010 NZ1)",1.373,0.6466,32.76,158.97,37.89,0.485,2.26,1.61,9220,0,86,,,19.09
"371336 (2006 KD1)",2.481,0.7850,30.79,168.92,338.25,0.533,4.43,3.91,4180,0,307,,,17.38
"371660 (2007 CN26)",1.293,0.2692,7.58,159.26,135.69,0.945,1.64,1.47,5802,0,286,7,5,21.11
"373135 (2011 SD173)",1.653,0.4975,4.39,203.03,59.66,0.830,2.47,2.12,6998,0,217,,,19.52
"374449 (2005 XD1)",1.621,0.3066,18.28,287.34,198.76,1.124,2.12,2.06,7151,0,347,,,19.39
"377732 (2005 XJ8)",1.931,0.6205,23.56,115.79,67.45,0.733,3.13,2.68,7174,0,874,,,17.06
"380188 (2000 WC67)",2.673,0.5826,9.93,249.72,251.69,1.116,4.23,4.37,8218,0,239,,,18.81
"381181 (2007 LV19)",1.471,0.3204,14.89,264.01,301.42,1.000,1.94,1.78,6651,0,231,,,19.68
"381677 (2009 BJ81)",1.851,0.4559,5.84,108.47,90.65,1.007,2.69,2.52,5736,0,1897,2,1,18.36
"381906 (2010 CL19)",1.543,0.6456,7.31,243.77,76.83,0.547,2.54,1.92,8753,0,1105,2,0,17.81
"381989 (2010 HR80)",1.347,0.4958,26.72,6.19,291.34,0.679,2.02,1.56,5083,0,175,,,19.87
"385186 (1994 AW1)",1.105,0.0756,24.10,290.34,37.14,1.021,1.19,1.16,13614,0,2792,4,0,17.64
"385268 (2001 RC12)",3.21,0.6428,27.41,208.90,185.54,1.146,5.27,5.75,8583,0,1276,,,15.80
"385343 (2002 LV)",2.314,0.6051,29.53,132.14,224.23,0.914,3.71,3.52,8334,0,1953,,,16.55
"385402 (2002 WZ2)",2.462,0.8845,51.27,261.27,48.20,0.284,4.64,3.86,7047,0,182,,,17.17
"386454 (2008 XM)",1.222,0.9092,5.44,240.57,27.44,0.111,2.33,1.35,5486,0,104,,,20.03
"386720 (2009 XC2)",2.645,0.5826,25.78,104.14,93.26,1.104,4.19,4.3,25405,0,352,,,17.04
"386847 (2010 LR33)",1.692,0.4625,5.83,352.07,333.21,0.909,2.47,2.2,8886,0,433,,,18.06
"387505 (1998 KN3)",1.542,0.8734,2.29,313.22,71.27,0.195,2.89,1.91,9106,0,1501,,,18.78
"387733 (2003 GS)",0.8928,0.2186,12.03,196.18,181.90,0.698,1.09,0.844,8101,0,933,5,0,18.93
"387746 (2003 MH4)",1.963,0.5131,3.91,259.48,323.53,0.956,2.97,2.75,8250,0,576,,,20.13
"388185 (2006 CX10)",2.574,0.5092,26.98,32.09,189.84,1.263,3.89,4.13,6405,0,335,,,17.79
"388189 (2006 DS14)",0.8638,0.3365,26.54,162.24,187.50,0.573,1.15,0.803,7337,0,260,,,20.53
"388838 (2008 EZ5)",2.091,0.5065,7.99,14.80,228.58,1.032,3.15,3.02,6622,0,1946,,,19.62
"389694 (2011 QD48)",1.545,0.4922,19.07,358.78,106.80,0.785,2.31,1.92,2940,0,821,,,18.20
"390725 (2003 HB)",0.8497,0.3803,18.12,70.34,306.76,0.527,1.17,0.783,8067,0,499,,,19.69
"391151 (2005 YY93)",2.584,0.8811,24.80,294.80,313.35,0.307,4.86,4.15,3237,0,403,,,17.23
"391211 (2006 HZ51)",1.898,0.4500,12.41,84.27,193.37,1.044,2.75,2.61,8152,0,207,,,18.48
"393359 (1998 ME3)",2.179,0.4836,6.01,129.36,165.65,1.125,3.23,3.22,9692,0,280,,,19.44
"393569 (2003 JC13)",1.066,0.3152,8.51,205.79,172.03,0.730,1.40,1.1,8057,0,470,,,20.30
"394130 (2006 HY51)",2.589,0.9684,33.53,40.62,341.98,0.082,5.10,4.17,6245,0,315,,,17.22
"394392 (2007 EP88)",0.8373,0.8859,20.73,328.48,47.13,0.096,1.58,0.766,6238,0,169,,,18.37
"395143 (2010 CN1)",1.499,0.4390,20.97,216.42,192.50,0.841,2.16,1.84,5569,0,183,,,18.95
"395207 (2010 HQ80)",1.568,0.4897,27.84,218.43,66.37,0.800,2.34,1.96,5329,0,321,,,19.61
"397237 (2006 KZ112)",2.523,0.8872,37.85,166.33,358.20,0.285,4.76,4.01,7055,0,290,,,16.75
"398188 Agni (2010 LE15)",0.8645,0.2733,13.25,134.18,328.63,0.628,1.10,0.804,7726,0,684,7,6,19.33
"399325 (1999 GY5)",1.146,0.6148,24.43,203.37,232.24,0.442,1.85,1.23,9540,0,216,,,20.18
"399433 (2001 YK4)",2.655,0.7767,4.38,155.69,210.86,0.593,4.72,4.33,4832,0,168,,,18.58
"401857 (2000 PG3)",2.826,0.8554,22.05,323.53,141.28,0.409,5.24,4.75,8780,0,464,,,16.14
"401925 (2002 AT15)",1.894,0.4752,36.38,108.40,266.51,0.994,2.79,2.61,7698,0,162,,,18.48
"406952 (2009 KJ)",1.241,0.7175,32.95,12.47,67.13,0.351,2.13,1.38,5930,0,163,,,17.11
"407324 (2010 OB101)",1.617,0.5225,9.13,260.89,334.46,0.772,2.46,2.06,1499,0,117,,,20.58
"408751 (1987 SF3)",2.254,0.5344,3.35,186.84,134.79,1.049,3.46,3.38,13422,0,384,,,19.02
"409256 (2004 HO1)",2.207,0.5215,25.74,43.25,265.25,1.056,3.36,3.28,4798,0,174,,,18.42
"409836 (2006 QY110)",1.924,0.5742,6.40,222.61,221.65,0.819,3.03,2.67,6126,0,249,,,18.07
"410088 (2007 EJ)",2.501,0.6293,8.32,61.73,3.64,0.927,4.07,3.96,5893,0,1813,2,0,18.20
"410777 (2009 FD)",1.164,0.4931,3.12,9.17,281.66,0.590,1.74,1.26,5523,0,516,5,3,22.18
"410778 (2009 FG19)",2.911,0.7190,54.50,187.49,120.41,0.818,5.00,4.97,5674,0,347,4,1,18.15
"411165 (2010 DF1)",1.599,0.5028,20.09,154.79,101.89,0.795,2.40,2.02,4577,0,281,,,22.09
"411201 (2010 LJ14)",1.626,0.3418,12.03,177.36,295.41,1.070,2.18,2.07,5680,0,1508,,,17.80
"411611 (2011 QF14)",2.026,0.4833,3.40,138.26,297.33,1.047,3.00,2.88,11776,0,479,,,18.75
"413038 (2001 MF1)",2.649,0.5770,23.97,288.58,76.61,1.121,4.18,4.31,18193,0,639,,,16.94
"413123 (2001 XS1)",2.672,0.5562,10.94,266.90,164.82,1.186,4.16,4.37,8256,0,330,,,18.99
"413192 (2002 VY94)",3.245,0.6571,9.12,280.80,233.36,1.113,5.38,5.85,6790,0,695,,,16.90
"413421 (2004 VA15)",2.903,0.5846,17.82,34.65,332.24,1.206,4.60,4.95,7396,0,222,,,18.27
"413820 (2006 QR89)",1.889,0.3672,9.24,166.34,263.76,1.195,2.58,2.6,6502,0,203,,,19.65
"414286 (2008 OC6)",0.9231,0.1992,21.85,177.57,295.87,0.739,1.11,0.887,5168,0,527,,,18.59
"414287 (2008 OB9)",3.201,0.7597,13.50,202.67,238.62,0.769,5.63,5.73,4671,0,329,,,17.73
"414429 (2009 DC43)",1.8,0.4894,20.84,84.22,172.97,0.919,2.68,2.42,10573,0,368,,,18.02
"414586 (2009 UV18)",3.172,0.6331,8.34,86.75,62.66,1.164,5.18,5.65,7919,0,960,,,16.13
"414746 (2010 EH20)",2.621,0.5230,23.87,120.65,207.67,1.250,3.99,4.24,5055,0,241,,,17.86
"414772 (2010 OC103)",1.195,0.6720,23.11,17.94,178.33,0.392,2.00,1.31,6584,0,251,,,19.14
"415711 (1998 WT7)",1.152,0.1100,40.70,248.26,235.94,1.025,1.28,1.24,9811,0,513,,,19.01
"415986 (2002 AT5)",2.664,0.5461,25.73,332.21,181.50,1.210,4.12,4.35,4872,0,184,,,18.03
"416071 (2002 NV)",2.666,0.6171,22.27,294.23,271.81,1.021,4.31,4.35,8297,0,239,,,18.05
"416567 (2004 EB)",3.108,0.6613,21.09,20.74,238.68,1.053,5.16,5.48,8054,0,174,,,17.13
"416694 (2004 YR32)",3.071,0.6984,20.45,89.89,89.04,0.926,5.21,5.38,6017,0,335,,,17.69
"416801 (2005 GC120)",1.193,0.4975,16.54,67.92,258.31,0.600,1.79,1.3,6877,0,350,0,1,19.65
"417264 (2006 AT2)",2.697,0.6046,21.13,143.82,39.50,1.066,4.33,4.43,8425,0,1665,,,17.05
"417634 (2006 XG1)",2.458,0.5956,20.49,38.45,344.15,0.994,3.92,3.85,2956,0,171,,,18.57
"418094 (2007 WV4)",1.486,0.4408,38.34,249.86,297.64,0.831,2.14,1.81,4026,0,375,7,3,19.67
"418797 (2008 VF)",0.9059,0.3258,26.20,234.40,3.28,0.611,1.20,0.862,7318,0,470,,,19.41
"418929 (2009 DM1)",2.894,0.6407,15.20,197.58,219.77,1.040,4.75,4.92,7471,0,2675,,,17.03
"419472 (2010 DW1)",1.225,0.2002,23.77,157.11,9.66,0.980,1.47,1.36,8428,0,385,,,19.97
"419624 (2010 SO16)",1.004,0.0754,14.51,40.34,109.26,0.928,1.08,1.01,4472,0,350,,,20.44
"419880 (2011 AH37)",2.548,0.6720,9.66,102.04,322.42,0.836,4.26,4.07,4561,0,190,,,19.83
"422638 (1994 CB)",1.149,0.1451,18.26,310.62,288.52,0.983,1.32,1.23,9828,0,184,,,21.10
"422686 (2000 AC6)",0.8537,0.2865,4.70,101.35,188.09,0.609,1.10,0.789,8040,0,310,,,21.63
"422699 (2000 PD3)",1.999,0.5919,7.70,298.63,110.25,0.816,3.18,2.83,8630,0,528,,,18.28
"423321 (2005 ED318)",1.85,0.4502,2.39,82.04,164.37,1.017,2.68,2.52,7288,0,615,1,1,20.90
"424089 (2007 DU103)",2.463,0.5016,23.26,337.73,295.21,1.227,3.70,3.86,6128,0,415,,,17.57
"424392 (2007 YJ)",1.103,0.2797,3.31,28.87,199.41,0.795,1.41,1.16,5459,0,187,,,22.12
"428223 (2006 WW)",2.697,0.8696,31.81,87.89,198.38,0.352,5.04,4.43,6297,0,363,,,16.01
"429073 (2009 ND1)",2.733,0.5710,11.83,97.94,292.28,1.172,4.29,4.52,6719,0,228,,,17.23
"429382 (2010 NW117)",2.354,0.5328,3.41,252.66,148.60,1.100,3.61,3.61,6618,0,461,,,18.35
"429746 (2011 SA16)",2.732,0.5328,20.12,275.39,317.46,1.276,4.19,4.52,4564,0,178,,,17.27
"431107 (2006 GU)",2.698,0.5840,17.70,148.92,146.48,1.123,4.27,4.43,6881,0,451,,,17.69
"433953 (1997 XR2)",1.077,0.2009,7.19,250.62,84.52,0.860,1.29,1.12,10048,0,507,6,2,20.92
"433992 (2000 HD74)",2.918,0.5979,49.25,55.18,223.54,1.173,4.66,4.99,9164,0,694,,,17.93
"434096 (2002 GO5)",1.896,0.7679,13.77,22.59,65.37,0.440,3.35,2.61,7734,0,263,,,18.15
"434632 (2005 WE)",1.151,0.2513,12.37,289.91,22.66,0.862,1.44,1.24,5891,0,234,,,19.88
"434633 (2005 WB1)",1.264,0.3553,22.88,61.40,265.78,0.815,1.71,1.42,7125,0,268,,,20.71
"434740 (2006 GZ)",1.527,0.3798,12.48,25.57,292.50,0.947,2.11,1.89,7011,0,228,,,19.49
"435404 (2008 AT28)",2.21,0.4424,8.86,130.26,263.95,1.232,3.19,3.28,4756,0,372,,,18.63
"436030 (2009 JO2)",0.8883,0.4784,19.62,203.41,239.73,0.463,1.31,0.837,5892,0,659,,,19.43
"436324 (2010 GZ6)",1.401,0.1441,44.84,199.43,73.93,1.199,1.60,1.66,8331,0,458,,,19.44
"436325 (2010 GR7)",1.831,0.8456,24.13,157.55,192.01,0.283,3.38,2.48,7311,0,224,,,18.36
"436329 (2010 GX62)",2.971,0.6989,21.82,206.92,317.00,0.895,5.05,5.12,1983,0,182,,,20.09
"436671 (2011 SV71)",2.635,0.6081,13.39,80.60,190.72,1.032,4.24,4.28,6195,0,205,,,18.00
"436761 (2012 DN)",2.235,0.5932,19.95,143.25,247.33,0.909,3.56,3.34,4519,0,145,,,18.21
"437879 (2001 RX11)",2.767,0.5462,13.09,343.59,308.08,1.256,4.28,4.6,8503,0,534,,,17.72
"437994 (2003 UL12)",3.28,0.7034,19.81,192.68,275.32,0.973,5.59,5.94,8809,0,495,,,17.48
"438107 (2005 GY110)",1.849,0.6864,12.65,294.60,169.16,0.580,3.12,2.51,7358,0,113,,,18.36
"438897 (2009 WN)",1.38,0.2215,32.79,249.33,236.18,1.074,1.69,1.62,7695,0,241,,,18.84
"438902 (2009 WF104)",3.083,0.6559,16.97,81.63,94.40,1.061,5.11,5.41,5777,0,923,,,17.50
"438990 (2010 SG13)",1.252,0.7485,33.80,252.94,225.13,0.315,2.19,1.4,5439,0,122,,,18.34
